name,context,code,level,type,extract,rel,year,label,entitys
狮子山区,"[安徽省, 铜陵市]",340703.0,3.0,del,2015 年 10 月 13 日 国务院 同意 安徽省 调整 铜陵市 六安市 安庆市 行政区划 批复 国函 2015 181 号 同意 撤销 狮子山区 设立 铜陵市 铜官区 以原 铜官山区 狮子山区 行政区域 铜官区 行政区域,合并,2014-2015,OOOO O OO O OO O OOO OO XXX OO XXX XXX XXX OOOO OO OO OOOO OOO O OO OO XXXX OO XXX XXX OO XXXX XXXX OOOO XXX OOOO,"[铜官山区, 铜陵市, 狮子山区, 六安市, 安徽省, 安庆市, 铜官区]"
义安区,"[安徽省, 铜陵市]",340706.0,3.0,add,2015 年 12 月 日 撤销 铜陵县 设立 铜陵市 义安区 行政区域,撤县（市）设区,2014-2015,OOOO O OO O O OO OXX OO XXX XXX OOOO,"[陵县, 铜陵市, 义安区]"
大丰区,"[江苏省, 盐城市]",320904.0,3.0,add,2015 年 月 国务院 批准 撤销 县级 大丰市 设立 盐城市 大丰区,撤县（市）设区,2014-2015,OOOO O O OOO OO OO OO XXX OO XXX XXX,"[盐城市, 大丰区, 大丰市]"
新吴区,"[江苏省, 无锡市]",320214.0,3.0,add,2015 年 10 月 国务院 同意 江苏省 调整 无锡市 行政区划 批复 设立 无锡市 新吴区 无锡市 锡山区 鸿 山 街道 滨湖区 江溪 旺庄 硕放 梅村 新安 街道 划归 新吴区 管辖 以鸿山 江溪 旺庄 硕放 梅村 新安 街道 行政区域 新吴区 行政区域 新吴区 人民政府 驻 新安 街道 风路 28 号,新增县／市／区,2014-2015,OOOO O OO O OOO OO XXX OO XXX OOOO OO OO XXX XXX XXX XXX O O OO XXX OO OO OO OO OO OO OO XXX OO OOO OO OO OO OO OO OO OOOO XXX OOOO XXX OOOO O OO OO OO OO O,"[无锡市, 滨湖区, 江苏省, 新吴区, 锡山区]"
东宁县,"[黑龙江省, 牡丹江市]",231024.0,3.0,del,2015 年 国务院 批准 撤销 东宁县 设立 县级 东宁市 以原 东宁县 行政区域 东宁市 行政区域,撤县设市,2014-2015,OOOO O OOO OO OO XXX OO OO XXX OO XXX OOOO XXX OOOO,"[东宁县, 东宁市]"
北塘区,"[江苏省, 无锡市]",320204.0,3.0,del,2015 年 10 月 13 日 国务院 同意 江苏省 调整 无锡市 行政区划 批复 国函 2015 184 号 同意 撤销 无锡市 崇安区 南长区 北塘区 设立 无锡市 梁溪区 以原 崇安区 南长区 北塘区 行政区域 梁溪区 行政区域 梁溪区 人民政府 驻 崇安 寺 街道 解放南路 688 号,合并,2014-2015,OOOO O OO O OO O OOO OO XXX OO XXX OOOO OO OO OOOO OOO O OO OO XXX XXX XXX XXX OO XXX XXX OO XXX XXX XXX OOOO XXX OOOO XXX OOOO O OO O OO OOOO OOO O,"[梁溪区, 无锡市, 北塘区, 崇安区, 江苏省, 南长区]"
梁溪区,"[江苏省, 无锡市]",320213.0,3.0,add,2015 年 10 月 撤销 崇安区 南长区 北塘区 设立 梁溪区,合并,2014-2015,OOOO O OO O OO XXX XXX XXX OO XXX,"[梁溪区, 崇安区, 北塘区, 南长区]"
荣昌区,"[重庆市, 荣昌区]",500153.0,2.0,add,2015 年 月 日 荣昌县 人民政府 重庆市 人民政府 请示 撤销 荣昌县 设立 荣昌区,撤县（市）设区,2014-2015,OOOO O O O XXX OOOO XXX OOOO OO OO XXX OO XXX,"[重庆市, 荣昌县, 荣昌区]"
铜陵县,"[安徽省, 铜陵市]",340721.0,3.0,del,2015 年 12 月 日 撤销 铜陵县 设立 铜陵市 义安区 行政区域,撤县（市）设区,2014-2015,OOOO O OO O O OO OXX OO XXX XXX OOOO,"[陵县, 铜陵市, 义安区]"
戚墅堰区,"[江苏省, 常州市]",320405.0,3.0,del,2015 年 月 28 日 国务院 同意 江苏省 调整 常州市 行政区划 批复 国函 2015 75 号 同意 撤销 常州市 武进区 戚墅堰区 设立 新 武进区 以原 武进区 不含 奔 牛镇 郑陆镇 邹区 镇 戚墅堰区 行政区域 新 设立 武进区 行政区域 新 武进区 人民政府 驻 湖塘镇 延政中 大道 28 号,合并,2014-2015,OOOO O O OO O OOO OO XXX OO XXX OOOO OO OO OOOO OO O OO OO XXX XXX XXXX OO O XXX OO XXX OO O OO OOO OO O XXXX OOOO O OO XXX OOOO O XXX OOOO O OOO OOO OO OO O,"[武进区, 常州市, 江苏省, 戚墅堰区]"
密云区,"[北京市, 密云区]",110118.0,2.0,add,2015 年 11 月 撤销 密云县 设立 密云区,撤县（市）设区,2014-2015,OOOO O OO O OO XXX OO XXX,"[密云区, 密云县]"
大丰市,"[江苏省, 盐城市]",320982.0,3.0,del,2015 年 月 国务院 批准 撤销 县级 大丰市 设立 盐城市 大丰区,撤县（市）设区,2014-2015,OOOO O O OOO OO OO OO XXX OO XXX XXX,"[盐城市, 大丰区, 大丰市]"
延庆区,"[北京市, 延庆区]",110119.0,2.0,add,2015 年 11 月 撤销 延庆县 设立 延庆区 政府 驻     2015 年 12 月 延庆区 挂牌,撤县（市）设区,2014-2015,OOOO O OO O OO XXX OO XXX OO O     OOOO O OO O XXX OO,"[延庆县, 延庆区]"
高昌区,"[新疆维吾尔自治区, 吐鲁番市]",650402.0,3.0,add,2014 年 月 26 日 自治区 政府 新政 函 2014 76 号 批复 同意 撤销 亚尔乡 设立 亚尔 镇     2014 年 10 月 日 新疆生产建设兵团 迎来 成立 60 周年 国务院新闻办公室 对外 发布 新疆生产建设兵团 历史 发展 白皮书     2015 年 月 16 日 国务院 国函 2015 52 号 批复 同意 撤销 吐鲁番地区 县级 吐鲁番市 设立 地级 吐鲁番市     2015 年 月 12 日 撤 县级 吐鲁番市 设 高昌区,撤县（市）设区,2014-2015,OOOO O O OO O OOO OO OO O OOOO OO O OO OO OO OOO OO OO O     OOOO O OO O O OOOOOOOO OO OO OO OO OOOOOOOO OO OO OOOOOOOO OO OO OOO     OOOO O O OO O OOO OO OOOO OO O OO OO OO XXXXX OO XXXX OO OO XXXX     OOOO O O OO O O OO XXXX O XXX,"[吐鲁番市, 吐鲁番地区, 高昌区]"
鄯善县,"[新疆维吾尔自治区, 吐鲁番市]",650421.0,3.0,add,2015 年 月 国务院 批复 同意 吐鲁番地区 撤地 设市 鄯善县 隶属于 吐鲁番市,-,2014-2015,OOOO O O OOO OO OO XXXXX OO OO XXX OOO XXXX,"[吐鲁番市, 吐鲁番地区, 鄯善县]"
延庆县,"[北京市, 延庆县]",110229.0,2.0,del,2015 年 11 月 撤销 延庆县 设立 延庆区 政府 驻     2015 年 12 月 延庆区 挂牌,撤县（市）设区,2014-2015,OOOO O OO O OO XXX OO XXX OO O     OOOO O OO O XXX OO,"[延庆县, 延庆区]"
洞头区,"[浙江省, 温州市]",330305.0,3.0,add,2015 年 月 23 日 国务院 批准 温州市 洞头县 撤县 设区,撤县（市）设区,2014-2015,OOOO O O OO O OOO OO XXX XXX OO OO,"[洞头县, 温州市]"
吐鲁番市,"[新疆维吾尔自治区, 吐鲁番市]",650400.0,3.0,add,2015 年 月 国务院 批复 同意 撤销 吐鲁番地区 县级 吐鲁番市 设立 地级 吐鲁番市 吐鲁番市 设立 高昌区 以原 县级 吐鲁番市 行政区域 高昌区 行政区域 吐鲁番市 辖原 吐鲁番地区 鄯善县 托克逊县 新 设立 高昌区,撤县（市）设区,2014-2015,OOOO O O OOO OO OO OO XXXXX OO XXXX OO OO XXXX XXXX OO XXX OO OO XXXX OOOO XXX OOOO XXXX OO XXXXX XXX XXXX O OO XXX,"[托克逊县, 鄯善县, 吐鲁番市, 吐鲁番地区, 高昌区]"
可克达拉市,"[新疆维吾尔自治区, 阿勒泰地区]",659008.0,3.0,add,2015 年 03 月 16 日 国务院 同意 新疆维吾尔自治区 设立 县级 可克达拉市 批复 国函 2015 53 号 同意 设立 县级 可克达拉市     2015 年 04 月 12 日 新疆维吾尔自治区 可克达拉市 政府 挂牌 成立,新增县／市／区,2014-2015,OOOO O OO O OO O OOO OO XXXXXXXX OO OO XXXXX OO OO OOOO OO O OO OO OO XXXXX     OOOO O OO O OO O XXXXXXXX XXXXX OO OO OO,"[可克达拉市, 新疆维吾尔自治区]"
武鸣区,"[广西壮族自治区, 南宁市]",450110.0,3.0,add,2015 年 国务院 批准 同意 撤销 武鸣县 设立 南宁市 武鸣区 以原 武鸣区 行政区域 武鸣区 行政区域 武鸣区 人民政府 驻 城厢镇 兴 武大 道 245 号,撤县（市）设区,2014-2015,OOOO O OOO OO OO OO XXX OO XXX XXX OO XXX OOOO XXX OOOO XXX OOOO O OOO O OO O OOO O,"[武鸣区, 南宁市, 武鸣县]"
托克逊县,"[新疆维吾尔自治区, 吐鲁番市]",650422.0,3.0,add,2015 年 月 国务院 批复 同意 吐鲁番地区 撤 地区 设市 托克逊县 隶属于 吐鲁番市,-,2014-2015,OOOO O O OOO OO OO XXXXX O OO OO XXXX OOO XXXX,"[托克逊县, 吐鲁番市, 吐鲁番地区]"
洞头县,"[浙江省, 温州市]",330322.0,3.0,del,2015 年 月 23 日 国务院 批准 温州市 洞头县 撤县 设区,撤县（市）设区,2014-2015,OOOO O O OO O OOO OO XXX XXX OO OO,"[洞头县, 温州市]"
靖西市,"[广西壮族自治区, 百色市]",451081.0,3.0,add,2015 年 月 日 撤销 靖西县 设立 县级 靖西市 以原 靖西县 行政区域 靖西市 行政区域 靖西市 人民政府 驻新靖 镇 新华街 339 号,撤县设市,2014-2015,OOOO O O O OO XXX OO OO XXX OO XXX OOOO XXX OOOO XXX OOOO OOO O OOO OOO O,"[靖西县, 靖西市]"
靖西县,"[广西壮族自治区, 百色市]",451025.0,3.0,del,2015 年 月 日 撤销 靖西县 设立 县级 靖西市 以原 靖西县 行政区域 靖西市 行政区域 靖西市 人民政府 驻新靖 镇 新华街 339 号,撤县设市,2014-2015,OOOO O O O OO XXX OO OO XXX OO XXX OOOO XXX OOOO XXX OOOO OOO O OOO OOO O,"[靖西县, 靖西市]"
吐鲁番地区,"[新疆维吾尔自治区, 吐鲁番地区]",652100.0,3.0,del,2015 年 月 国务院 批复 同意 撤销 吐鲁番地区 县级 吐鲁番市 设立 地级 吐鲁番市 吐鲁番市 设立 高昌区 以原 县级 吐鲁番市 行政区域 高昌区 行政区域 吐鲁番市 辖原 吐鲁番地区 鄯善县 托克逊县 新 设立 高昌区,撤地区设市,2014-2015,OOOO O O OOO OO OO OO XXXXX OO XXXX OO OO XXXX XXXX OO XXX OO OO XXXX OOOO XXX OOOO XXXX OO XXXXX XXX XXXX O OO XXX,"[托克逊县, 鄯善县, 吐鲁番市, 吐鲁番地区, 高昌区]"
密云县,"[北京市, 密云县]",110228.0,2.0,del,2015 年 11 月 撤销 密云县 设立 密云区,撤县（市）设区,2014-2015,OOOO O OO O OO XXX OO XXX,"[密云区, 密云县]"
横山区,"[陕西省, 榆林市]",610803.0,3.0,add,2015 年 12 月 25 日 撤销 横山县 设立 榆林市 横山区 横山区 人民政府 驻 横山 街道 北大街 号,撤县（市）设区,2014-2015,OOOO O OO O OO O OO XXX OO XXX XXX XXX OOOO O OO OO OOO O,"[横山县, 横山区, 榆林市]"
华州区,"[陕西省, 渭南市]",610503.0,3.0,add,2015 年 10 月 国务院 批准 撤销 华县 设立 渭南市 华州区 以原 华县 行政区域 华州区 行政区域,撤县（市）设区,2014-2015,OOOO O OO O OOO OO OO XX OO XXX XXX OO XX OOOO XXX OOOO,"[渭南市, 华州区, 华县]"
武鸣县,"[广西壮族自治区, 南宁市]",450122.0,3.0,del,2015 年 国务院 批准 同意 撤销 武鸣县 设立 南宁市 武鸣区 以原 武鸣区 行政区域 武鸣区 行政区域 武鸣区 人民政府 驻 城厢镇 兴 武大 道 245 号,撤县（市）设区,2014-2015,OOOO O OOO OO OO OO XXX OO XXX XXX OO XXX OOOO XXX OOOO XXX OOOO O OOO O OO O OOO O,"[武鸣区, 南宁市, 武鸣县]"
波密县,"[西藏自治区, 林芝市]",540424.0,3.0,add,2015 年 月 撤销 林芝地区 设立 地级 林芝市 波密县 隶属 林芝市 管辖,-,2014-2015,OOOO O O OO XXXX OO OO XXX XXX OO XXX OO,"[林芝市, 波密县, 林芝地区]"
察隅县,"[西藏自治区, 林芝市]",540425.0,3.0,add,2015 年 月 撤销 林芝地区 设立 地级 林芝市 察隅县 隶属 林芝市 管辖,-,2014-2015,OOOO O O OO XXXX OO OO XXX XXX OO XXX OO,"[林芝市, 察隅县, 林芝地区]"
横山县,"[陕西省, 榆林市]",610823.0,3.0,del,2015 年 12 月 25 日 撤销 横山县 设立 榆林市 横山区 横山区 人民政府 驻 横山 街道 北大街 号,撤县（市）设区,2014-2015,OOOO O OO O OO O OO XXX OO XXX XXX XXX OOOO O OO OO OOO O,"[横山县, 横山区, 榆林市]"
墨脱县,"[西藏自治区, 林芝市]",540423.0,3.0,add,2015 年 月 撤销 林芝地区 设立 地级 林芝市 墨脱县 属 林芝市 管辖,-,2014-2015,OOOO O O OO XXXX OO OO XXX XXX O XXX OO,"[林芝市, 林芝地区, 墨脱县]"
米林县,"[西藏自治区, 林芝市]",540422.0,3.0,add,2015 年 月 撤销 林芝地区 设立 地级 林芝市 米林县 属 林芝市 管辖,-,2014-2015,OOOO O O OO XXXX OO OO XXX XXX O XXX OO,"[林芝市, 米林县, 林芝地区]"
平安区,"[青海省, 海东市]",630203.0,3.0,add,2015 年 月 16 日 国务院 批复 同意 青海省 调整 海东市 行政区划 撤销 平安县 设立 海东市 平安区 以原 平安县 行政区域 平安区 行政区域 平安区 人民政府 驻 平安 镇 平安 大道 199 号,撤县（市）设区,2014-2015,OOOO O O OO O OOO OO OO XXX OO XXX OOOO OO OXX OO XXX XXX OO OXX OOOO XXX OOOO XXX OOOO O OO O OO OO OOO O,"[青海省, 海东市, 安县, 平安区]"
堆龙德庆区,"[西藏自治区, 拉萨市]",540103.0,3.0,add,2015 年 10 月 撤销 堆龙德庆县 设立 拉萨市 堆龙德庆区 以原 堆龙德庆县 行政区域 拉萨市 堆龙德庆区 行政区域,撤县（市）设区,2014-2015,OOOO O OO O OO XXXXX OO XXX XXXXX OO XXXXX OOOO XXX XXXXX OOOO,"[拉萨市, 堆龙德庆区, 堆龙德庆县]"
林芝市,"[西藏自治区, 林芝市]",540400.0,3.0,add,2015 年 月 国务院 批复 同意 撤销 林芝地区 林芝县 设立 地级 林芝市 林芝市 设立 巴宜区 以原 林芝县 行政区域 巴宜区 行政区域 林芝市 辖原 林芝地区 工布江达县 米林县 墨脱县 波密县 察隅县 朗县 新 设立 巴宜区,撤地区设市,2014-2015,OOOO O O OOO OO OO OO XXXX XXX OO OO XXX XXX OO XXX OO XXX OOOO XXX OOOO XXX OO XXXX OOOXX XXX XXX XXX XXX XX O OO XXX,"[林芝地区, 达县, 林芝市, 墨脱县, 林芝县, 米林县, 朗县, 巴宜区, 察隅县, 波密县]"
宁河区,"[天津市, 宁河区]",120117.0,2.0,add,2015 年 月 国务院 批复 同意 撤销 天津市 宁河县 设立 天津市 宁河区 相关 行政区域 界线 政府 驻地 未 做 调整,撤县（市）设区,2014-2015,OOOO O O OOO OO OO OO XXX XXX OO XXX XXX OO OOOO OO OO OO O O OO,"[宁河区, 天津市, 宁河县]"
静海区,"[天津市, 静海区]",120118.0,2.0,add,2015 年 月 国务院 批复 同意 撤销 天津市 静海县 设立 天津市 静海区 相关 行政区域 界线 政府 驻地 未 做 调整,撤县（市）设区,2014-2015,OOOO O O OOO OO OO OO XXX XXX OO XXX XXX OO OOOO OO OO OO O O OO,"[静海县, 天津市, 静海区]"
林芝县,"[西藏自治区, 林芝地区]",542621.0,3.0,del,2015 年 月 16 日 国务院 批复 同意 撤销 林芝地区 林芝县 设立 地级 林芝市 林芝市 巴宜区 巴宜区 人民政府 驻 双拥 路 街道 尼池路 号     2015 年 月 林芝市 巴宜区 撤销 八一镇 设立 八一 街道 双拥 路 街道,撤县（市）设区,2014-2015,OOOO O O OO O OOO OO OO OO XXXX XXX OO OO XXX XXX XXX XXX OOOO O OO O OO OOO O     OOOO O O XXX XXX OO OOO OO OO OO OO O OO,"[林芝市, 林芝县, 林芝地区, 巴宜区]"
堆龙德庆县,"[西藏自治区, 拉萨市]",540125.0,3.0,del,2015 年 10 月 撤销 堆龙德庆县 设立 拉萨市 堆龙德庆区 以原 堆龙德庆县 行政区域 拉萨市 堆龙德庆区 行政区域,撤县（市）设区,2014-2015,OOOO O OO O OO XXXXX OO XXX XXXXX OO XXXXX OOOO XXX XXXXX OOOO,"[拉萨市, 堆龙德庆区, 堆龙德庆县]"
工布江达县,"[西藏自治区, 林芝市]",540421.0,3.0,add,2015 年 月 撤销 林芝地区 设立 地级 林芝市 工布江达县 属 林芝市 管辖,-,2014-2015,OOOO O O OO XXXX OO OO XXX OOOXX O XXX OO,"[林芝市, 林芝地区, 达县]"
巴宜区,"[西藏自治区, 林芝市]",540402.0,3.0,add,2015 年 月 16 日 国务院 批复 同意 撤销 林芝地区 林芝县 设立 地级 林芝市 林芝市 巴宜区 巴宜区 人民政府 驻 双拥 路 街道 尼池路 号     2015 年 月 林芝市 巴宜区 撤销 八一镇 设立 八一 街道 双拥 路 街道,撤县（市）设区,2014-2015,OOOO O O OO O OOO OO OO OO XXXX XXX OO OO XXX XXX XXX XXX OOOO O OO O OO OOO O     OOOO O O XXX XXX OO OOO OO OO OO OO O OO,"[林芝市, 林芝县, 林芝地区, 巴宜区]"
普兰店区,"[辽宁省, 大连市]",210214.0,3.0,add,2014 年 月 23 日 国家级 新区 金普 新区 成立     2015 年 10 月 13 日 国务院 批准 撤销 普兰店市 设立 普兰店区,撤县（市）设区,2014-2015,OOOO O O OO O OOO OO OO OO OO     OOOO O OO O OO O OOO OO OO XXXX OO XXXX,"[普兰店市, 普兰店区]"
林芝地区,"[西藏自治区, 林芝地区]",542600.0,3.0,del,2015 年 月 国务院 批复 同意 撤销 林芝地区 林芝县 设立 地级 林芝市 林芝市 设立 巴宜区 以原 林芝县 行政区域 巴宜区 行政区域 林芝市 辖原 林芝地区 工布江达县 米林县 墨脱县 波密县 察隅县 朗县 新 设立 巴宜区,撤地区设市,2014-2015,OOOO O O OOO OO OO OO XXXX XXX OO OO XXX XXX OO XXX OO XXX OOOO XXX OOOO XXX OO XXXX OOOXX XXX XXX XXX XXX XX O OO XXX,"[林芝地区, 达县, 林芝市, 墨脱县, 林芝县, 米林县, 朗县, 巴宜区, 察隅县, 波密县]"
儋州市,"[海南省, 儋州市]",460400.0,3.0,add,2015 年 月 19 日 国务院 批复 同意 海南省 调整 儋州市 行政区划 设立 地级 儋州市,新增县／市／区,2014-2015,OOOO O O OO O OOO OO OO XXX OO XXX OOOO OO OO XXX,"[儋州市, 海南省]"
静海县,"[天津市, 静海县]",120223.0,2.0,del,2015 年 月 国务院 批复 同意 撤销 天津市 静海县 设立 天津市 静海区 相关 行政区域 界线 政府 驻地 未 做 调整,撤县（市）设区,2014-2015,OOOO O O OOO OO OO OO XXX XXX OO XXX XXX OO OOOO OO OO OO O O OO,"[静海县, 天津市, 静海区]"
新建区,"[江西省, 南昌市]",360112.0,3.0,add,2015 年 月 日 国务院 正式 批复 南昌市 行政区划 调整 方案 同意 撤销 新建县 设立 南昌市 新建区 以原 新建县 行政区域 新建区 行政区域 新建区 人民政府 驻长 堎 镇 新建 大道 239 号,撤县（市）设区,2014-2015,OOOO O O O OOO OO OO XXX OOOO OO OO OO OO XXX OO XXX XXX OO XXX OOOO XXX OOOO XXX OOOO OO O O OO OO OOO O,"[南昌市, 新建县, 新建区]"
广丰区,"[江西省, 上饶市]",361103.0,3.0,add,2015 年 月 16 日 国务院 批复 同意 撤销 广丰县 设立 上饶市 广丰区 以原 广丰县 行政区域 广丰区 行政区域     2015 年 月 中国 国务院 下发 调整 上饶市 行政区划 通知 批准 撤销 广丰县 设立 上饶市 广丰区     2015 年 月 日 广丰区 正式 挂牌 成立,撤县（市）设区,2014-2015,OOOO O O OO O OOO OO OO OO OXX OO XXX XXX OO OXX OOOO XXX OOOO     OOOO O O OO OOO OO OO XXX OOOO OO OO OO OXX OO XXX XXX     OOOO O O O XXX OO OO OO,"[上饶市, 丰县, 广丰区]"
宁河县,"[天津市, 宁河县]",120221.0,2.0,del,2015 年 月 国务院 批复 同意 撤销 天津市 宁河县 设立 天津市 宁河区 相关 行政区域 界线 政府 驻地 未 做 调整,撤县（市）设区,2014-2015,OOOO O O OOO OO OO OO XXX XXX OO XXX XXX OO OOOO OO OO OO O O OO,"[宁河区, 天津市, 宁河县]"
普兰店市,"[辽宁省, 大连市]",210282.0,3.0,del,2014 年 月 23 日 国家级 新区 金普 新区 成立     2015 年 10 月 13 日 国务院 批准 撤销 普兰店市 设立 普兰店区,撤县（市）设区,2014-2015,OOOO O O OO O OOO OO OO OO OO     OOOO O OO O OO O OOO OO OO XXXX OO XXXX,"[普兰店市, 普兰店区]"
朗县,"[西藏自治区, 林芝市]",540426.0,3.0,add,2015 年 月 撤销 林芝地区 设立 地级 林芝市 朗县 属 林芝市 管辖,-,2014-2015,OOOO O O OO XXXX OO OO XXX XX O XXX OO,"[朗县, 林芝市, 林芝地区]"
广丰县,"[江西省, 上饶市]",361122.0,3.0,del,2015 年 月 16 日 国务院 批复 同意 撤销 广丰县 设立 上饶市 广丰区 以原 广丰县 行政区域 广丰区 行政区域     2015 年 月 中国 国务院 下发 调整 上饶市 行政区划 通知 批准 撤销 广丰县 设立 上饶市 广丰区     2015 年 月 日 广丰区 正式 挂牌 成立,撤县（市）设区,2014-2015,OOOO O O OO O OOO OO OO OO OXX OO XXX XXX OO OXX OOOO XXX OOOO     OOOO O O OO OOO OO OO XXX OOOO OO OO OO OXX OO XXX XXX     OOOO O O O XXX OO OO OO,"[上饶市, 丰县, 广丰区]"
新建县,"[江西省, 南昌市]",360122.0,3.0,del,2015 年 月 日 国务院 正式 批复 南昌市 行政区划 调整 方案 同意 撤销 新建县 设立 南昌市 新建区 以原 新建县 行政区域 新建区 行政区域 新建区 人民政府 驻长 堎 镇 新建 大道 239 号,撤县（市）设区,2014-2015,OOOO O O O OOO OO OO XXX OOOO OO OO OO OO XXX OO XXX XXX OO XXX OOOO XXX OOOO XXX OOOO OO O O OO OO OOO O,"[南昌市, 新建县, 新建区]"
马尔康县,"[四川省, 阿坝藏族羌族自治州]",513229.0,3.0,del,2015 年 10 月 马尔康县 撤县 建市 获 国务院,撤县设市,2014-2015,OOOO O OO O XXXX OO OO O OOO,[马尔康县]
康定县,"[四川省, 甘孜藏族自治州]",513321.0,3.0,del,2015 年 撤县 设市 以原 康定县 行政区域 康定市 行政区域,撤县设市,2014-2015,OOOO O OO OO OO XXX OOOO XXX OOOO,"[康定县, 康定市]"
康定市,"[四川省, 甘孜藏族自治州]",513301.0,3.0,add,2015 年 撤县 设市 以原 康定县 行政区域 康定市 行政区域,撤县设市,2014-2015,OOOO O OO OO OO XXX OOOO XXX OOOO,"[康定县, 康定市]"
莲池区,"[河北省, 保定市]",130606.0,3.0,add,保定市 南 北市区 政区 建制 沿袭 2015 年 月     2015 年 月 15 日 国务院 批准 原 北市区 南市区 合并 莲池区,新增县／市／区,2014-2015,XXX O XXX OO OO OO OOOO O O     OOOO O O OO O OOO OO O XXX XXX OO XXX,"[南市区, 莲池区, 北市区, 保定市]"
抚宁区,"[河北省, 秦皇岛市]",130306.0,3.0,add,2015 年 月 撤销 抚宁县 设立 秦皇岛市 抚宁区,撤县（市）设区,2014-2015,OOOO O O OO XXX OO XXXX XXX,"[抚宁县, 秦皇岛市, 抚宁区]"
满城区,"[河北省, 保定市]",130607.0,3.0,add,2015 年 月 28 日 国务院 同意 撤销 满城县 设立 满城区     2015 年 月 18 日 满城区 揭牌 成立,撤县（市）设区,2014-2015,OOOO O O OO O OOO OO OO XXX OO XXX     OOOO O O OO O XXX OO OO,"[满城县, 满城区]"
清苑区,"[河北省, 保定市]",130608.0,3.0,add,1986 年 月 清苑县 划 保定市 辖 县 2015 年 月     2015 年 月 28 日 国务院 同意 撤销 清苑县 设立 清苑区,撤县（市）设区,2014-2015,OOOO O O XXX O XXX O O OOOO O O     OOOO O O OO O OOO OO OO XXX OO XXX,"[清苑区, 保定市, 清苑县]"
双流区,"[四川省, 成都市]",510116.0,3.0,add,2010 年 11 月 16 日 四川省 成都 天府 新区 总体规划 2010 2013 正式 省政府 批准 标志 天府 新区 正式 成立     张 2016 年 月 18 日 双流区 正式 挂牌 成立     2017 年 月 31 日 国务院 印发 中国 四川 自由贸易 试验区 总体方案 通知,撤县（市）设区,2014-2015,OOOO O OO O OO O XXX OO OO OO OOOO OOOO OOOO OO OOO OO OO OO OO OO OO     O OOOO O O OO O XXX OO OO OO     OOOO O O OO O OOO OO OO OO OOOO OOO OOOO OO,"[双流区, 四川省]"
双流县,"[四川省, 成都市]",510122.0,3.0,del,2010 年 11 月 16 日 四川省 成都 天府 新区 总体规划 2010 2013 正式 省政府 批准 标志 天府 新区 正式 成立     张 2016 年 月 18 日 双流区 正式 挂牌 成立     2017 年 月 31 日 国务院 印发 中国 四川 自由贸易 试验区 总体方案 通知,撤县（市）设区,2014-2015,OOOO O OO O OO O XXX OO OO OO OOOO OOOO OOOO OO OOO OO OO OO OO OO OO     O OOOO O O OO O XXX OO OO OO     OOOO O O OO O OOO OO OO OO OOOO OOO OOOO OO,"[双流区, 四川省]"
抚宁县,"[河北省, 秦皇岛市]",130323.0,3.0,del,2015 年 月 撤销 抚宁县 设立 秦皇岛市 抚宁区,撤县（市）设区,2014-2015,OOOO O O OO XXX OO XXXX XXX,"[抚宁县, 秦皇岛市, 抚宁区]"
清苑县,"[河北省, 保定市]",130622.0,3.0,del,1986 年 月 清苑县 划 保定市 辖 县 2015 年 月     2015 年 月 日 撤销 清苑县 设立 清苑区,撤县（市）设区,2014-2015,OOOO O O XXX O XXX O O OOOO O O     OOOO O O O OO XXX OO XXX,"[清苑区, 保定市, 清苑县]"
江川区,"[云南省, 玉溪市]",530403.0,3.0,add,2015 年 12 月 日 国务院 国函 2015 208 号 批复 同意 撤销 江川县 设立 玉溪市 江川区 以原 江川县 行政区域 江川区 行政区域 江川区 人民政府 驻 大街 街道 宁海 路 34 号,撤县（市）设区,2014-2015,OOOO O OO O O OOO OO OOOO OOO O OO OO OO XXX OO XXX XXX OO XXX OOOO XXX OOOO XXX OOOO O OO OO OO O OO O,"[江川区, 玉溪市, 江川县]"
满城县,"[河北省, 保定市]",130621.0,3.0,del,2015 年 月 28 日 国务院 同意 撤销 满城县 设立 满城区     2015 年 月 18 日 满城区 揭牌 成立,撤县（市）设区,2014-2015,OOOO O O OO O OOO OO OO XXX OO XXX     OOOO O O OO O XXX OO OO,"[满城县, 满城区]"
徐水县,"[河北省, 保定市]",130625.0,3.0,del,2015 年 月 28 日 国务院 同意 撤销 徐水县 设立 徐水区,撤县（市）设区,2014-2015,OOOO O O OO O OOO OO OO XXX OO XXX,"[徐水县, 徐水区]"
腾冲市,"[云南省, 保山市]",530581.0,3.0,add,2015 年 月 日 撤销 腾冲县 设立 县级 腾冲市 腾冲市 云南省 直辖 保山市 代管,撤县设市,2014-2015,OOOO O O O OO XXX OO OO XXX XXX XXX OO XXX OO,"[腾冲市, 保山市, 腾冲县, 云南省]"
江川县,"[云南省, 玉溪市]",530421.0,3.0,del,2015 年 12 月 日 国务院 国函 2015 208 号 批复 同意 撤销 江川县 设立 玉溪市 江川区 以原 江川县 行政区域 江川区 行政区域 江川区 人民政府 驻 大街 街道 宁海 路 34 号,撤县（市）设区,2014-2015,OOOO O OO O O OOO OO OOOO OOO O OO OO OO XXX OO XXX XXX OO XXX OOOO XXX OOOO XXX OOOO O OO OO OO O OO O,"[江川区, 玉溪市, 江川县]"
